saved_time_s,saved_set,recession_depth_mm,contour_099_depth_mm,signed_distance_099_mm,contour_095_depth_mm,signed_distance_095_mm,contour_090_depth_mm,signed_distance_090_mm
3.8,148,0.18852454,0.0458109557213,-0.142713584279,0.147417982379,-0.0411065576213,0.213103249842,0.0245787098421
3.85,149,0.19213422,0.0459736023706,-0.146160617629,0.147901469274,-0.0442327507262,0.213686425872,0.0215522058723
3.9,150,0.19576913,0.0461253803648,-0.149643749635,0.148352409554,-0.0474167204464,0.214230631547,0.018461501547
3.95,151,0.19942809,0.0462667445143,-0.153161345486,0.148773761516,-0.0506543284839,0.214739318648,0.0153112286481
4,152,0.20311003,0.0463991393547,-0.156710890645,0.149167855762,-0.053942174238,0.215215419692,0.0121053896923
4.05,153,0.20681393,0.0465228293055,-0.160291100694,0.149537001049,-0.0572769289509,0.21566173317,0.00884780316987
4.1,154,0.21053886,0.0466391177515,-0.163899742249,0.149883377946,-0.0606554820537,0.216080684502,0.00554182450194
4.15,155,0.2142839,0.0467483931786,-0.167535506821,0.150208857459,-0.0640750425413,0.216474557373,0.0021906573726
4.2,156,0.21804811,0.0468508802897,-0.17119722971,0.150515153295,-0.0675329567054,0.216845465996,-0.00120264400441
4.25,157,0.22183063,0.0469475971218,-0.174883032878,0.150803930519,-0.0710266994814,0.217195302851,-0.00463532714909
4.3,158,0.22563066,0.0470388136509,-0.178591846349,0.151076520009,-0.0745541399914,0.217525693753,-0.00810496624685
4.35,159,0.22944747,0.0471252407621,-0.182322229238,0.151334394548,-0.0781130754516,0.217838258279,-0.0116092117205
4.4,160,0.23328038,0.047206891603,-0.186073488397,0.151578492943,-0.0817018870565,0.218134175075,-0.0151462049255
4.45,161,0.23712879,0.047284332305,-0.189844457695,0.151809634074,-0.0853191559258,0.218414678158,-0.0187141118422
4.5,162,0.2409921,0.0473576186931,-0.193634481307,0.152029031967,-0.0889630680326,0.218680958116,-0.0223111418839
4.55,163,0.24486977,0.0474273596203,-0.19744241038,0.152237279257,-0.092632490743,0.218933770183,-0.0259359998169
4.6,164,0.2487613,0.0474935168744,-0.201267783126,0.152435308074,-0.0963259919258,0.219174292565,-0.0295870074355
4.65,165,0.25266622,0.0475564782405,-0.205109741759,0.152623848409,-0.100042371591,0.219403123866,-0.0332630961338
4.7,166,0.25658406,0.0476163173296,-0.20896774267,0.152803449855,-0.103780610145,0.21962122131,-0.0369628386905
4.75,167,0.26051442,0.0476734772811,-0.212840942719,0.15297446992,-0.10753995008,0.219829124314,-0.040685295686
4.8,168,0.2644569,0.0477280932646,-0.216728806735,0.153137758555,-0.111319141445,0.220027527122,-0.0444293728784
4.85,169,0.26841112,0.0477800333305,-0.220631086669,0.153293523519,-0.115117596481,0.220217050452,-0.0481940695478
4.9,170,0.27237672,0.0478299143204,-0.22454680568,0.153442524871,-0.118934195129,0.220398122803,-0.0519785971968
4.95,171,0.27635337,0.0478773039255,-0.228476066074,0.153584913378,-0.122768456622,0.220571349634,-0.0557820203664
5,172,0.28034075,0.0479227542124,-0.232417995788,0.153721056982,-0.126619693018,0.220737039826,-0.059603710174
5.05,173,0.28433856,0.0479662077114,-0.236372352289,0.153851616269,-0.130486943731,0.220895829295,-0.0634427307045
5.1,174,0.28834651,0.0480082351587,-0.240338274841,0.153976651689,-0.134369858311,0.221047914503,-0.0672985954966
5.15,175,0.29236433,0.0480480844698,-0.24431624553,0.154096368654,-0.138267961346,0.221193741194,-0.0711705888055
5.2,176,0.29639175,0.0480862368265,-0.248305513174,0.154211416186,-0.142180333814,0.221333820595,-0.075057929405
5.25,177,0.30042852,0.0481230821676,-0.252305437832,0.154321811237,-0.146106708763,0.221468211704,-0.0789603082956
5.3,178,0.30447441,0.0481583646065,-0.256316045393,0.154427740976,-0.150046669024,0.221597199642,-0.0828772103584
5.35,179,0.30852919,0.048192419323,-0.260336770677,0.154529552278,-0.153999637722,0.221721317665,-0.0868078723354
5.4,180,0.31259265,0.0482250090569,-0.264367640943,0.154627528817,-0.157965121183,0.221840624858,-0.0907520251422
5.45,181,0.31666456,0.0482564208284,-0.268408139172,0.154721695075,-0.161942864925,0.221955420099,-0.0947091399009
5.5,182,0.32074474,0.0482865223145,-0.272458217685,0.154812409253,-0.165932330747,0.22206584205,-0.0986788979505
5.55,183,0.32483299,0.0483155442118,-0.276517445788,0.154899645254,-0.169933344746,0.222172279039,-0.102660710961
5.6,184,0.32892913,0.0483437440347,-0.280585385965,0.154983660129,-0.173945469871,0.222260947563,-0.106668182437
5.65,185,0.33303298,0.0483706346808,-0.284662345319,0.155064705711,-0.177968274289,0.222304401905,-0.110728578095
5.7,186,0.33714438,0.0483966275315,-0.288747752469,0.155142940258,-0.182001439742,0.222346366769,-0.114798013231
5.75,187,0.34126315,0.0484215699639,-0.292841580036,0.155218464484,-0.186044685516,0.222386836326,-0.118876313674
5.8,188,0.34538915,0.0484459070309,-0.296943242969,0.155291116556,-0.190098033444,0.222425876978,-0.122963273022
5.85,189,0.34952222,0.0484694051451,-0.301052814855,0.155361451705,-0.194160768295,0.222463590942,-0.127058629058
5.9,190,0.35366221,0.0484919240281,-0.305170285972,0.155429291747,-0.198232918253,0.222500011846,-0.131162198154
5.95,191,0.35780899,0.0485135292745,-0.309295460726,0.155494859263,-0.202314130737,0.222535240101,-0.135273749899
6,192,0.36196242,0.0485349500721,-0.313427469928,0.155558248255,-0.206404171745,0.222569275236,-0.139393144764
6.05,193,0.36612236,0.0485552264559,-0.317567133544,0.155619449037,-0.210502910963,0.222602185117,-0.143520174883
6.1,194,0.3702887,0.0485749481247,-0.321713751875,0.155678804114,-0.214609895886,0.222634037489,-0.147654662511
6.15,195,0.37446131,0.0485939695959,-0.325867340404,0.155736125654,-0.218725184346,0.22266483001,-0.15179647999
6.2,196,0.37864008,0.0486125723822,-0.330027507618,0.155791572727,-0.222848507273,0.222694634451,-0.155945445549
6.25,197,0.38282488,0.0486302439579,-0.334194636042,0.155845256937,-0.226979623063,0.222723551589,-0.160101328411
6.3,198,0.38701561,0.0486474981831,-0.338368111817,0.15589743951,-0.23111817049,0.222751547721,-0.164264062279
6.35,199,0.39121216,0.0486642582057,-0.342547901794,0.155947849505,-0.235264310495,0.222778653871,-0.168433506129
6.4,200,0.39541442,0.0486804494243,-0.346733970576,0.155996881942,-0.239417538058,0.222804979432,-0.172609440568
6.45,201,0.39962231,0.0486965085704,-0.35092580143,0.156044237697,-0.243578072303,0.222830449976,-0.176791860024
6.5,202,0.40383571,0.0487117050289,-0.355124004971,0.15609023649,-0.24774547351,0.222855137881,-0.180980572119
6.55,203,0.40805454,0.0487266215978,-0.359327918402,0.156134818124,-0.251919721876,0.222879143275,-0.185175396725
6.6,204,0.4122787,0.0487408186056,-0.363537881394,0.15617823365,-0.25610046635,0.222902435089,-0.189376264911
6.65,205,0.4165081,0.0487547331767,-0.367753366823,0.156220147609,-0.260287952391,0.222925013858,-0.193583086142
6.7,206,0.42074267,0.0487683642678,-0.371974305732,0.156260916472,-0.264481753528,0.222946979448,-0.197795690552
6.75,207,0.4249823,0.0487815662184,-0.376200733782,0.156300658453,-0.268681641547,0.222968265608,-0.202014034392
6.8,208,0.42922693,0.0487944079191,-0.380432522081,0.156339142574,-0.272887787426,0.22298900826,-0.20623792174
6.85,209,0.43347647,0.0488068940932,-0.384669575907,0.156376582584,-0.277099887416,0.223009175951,-0.210467294049
6.9,210,0.43773085,0.0488189494247,-0.388911900575,0.156412880612,-0.281317969388,0.223028703766,-0.214702146234
6.95,211,0.44198999,0.0488304976461,-0.393159492354,0.156448240812,-0.285541749188,0.223047718557,-0.218942271443
7,212,0.44625382,0.0488420452216,-0.397411774778,0.156482613177,-0.289771206823,0.223066230413,-0.223187589587
